themes,projet,section,title,contenu,author,type,created_at,updated_at,id
Exportation / International,Comment valoriser le modèle alimentaire français ?,Causes,Lobbying industriel,"Arrêtons le lait et arrêtons de l'exporter : la majorité de l'humanité ne le
digère même pas. Sa surconsommation entraîne l'ostéoporose et divers problèmes
cutanés et digestifs. Et au delà de ça, il nécessite l'exploitation de
femelles qui ""pissent du lait"", dopées, parfois incapables de mettre bas par
voies naturelles, séparées de leur veau qui sera anémié et dévoré, pour être
abattue à 1/4 de leur durée de vie normale. STOP au massacre et au profit à
outrance. STOP à l'industrie agro-alimentaire qui fait son beurre sur le dos
de millions d'animaux innocents.

",Aki,pour,2017-07-21T23:39:49+0200,2017-07-21T23:39:49+0200,1ff5c302-6e5d-11e7-92ee-fa163e947a7a
Exportation / International,"Comment accompagner la stratégie d’internationalisation de nos entreprises dans le respect des enjeux environnementaux, sociétaux et sanitaires ?",Solutions,"Introduire à l'Organisation Mondiale du Commerce le débat sur la prise en compte commerciale de hauts niveaux d'exigence sociale, économique et environnementale","Les critères de sécurité sanitaire sont pris en compte par l'OMC. Cela se
justifie par le fait qu'il y a une influence directe sur les produits donc sur
le marché. C'est moins évident pour le social et l'environnement mais tout de
même compatible. C'est un chantier intéressant et important, même si à
échéance à très long terme.

",Mathilde,pour,2017-08-16T11:06:00+0200,2017-08-16T11:06:00+0200,20125835-8262-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Solutions,Installation de jardins communautaires dans les quartiers et/ou à l'école,"Et pourquoi pas apprendre aux enfants dès le primaire à planter et à récolter.

",Myra,pour,2017-07-21T05:53:15+0200,2017-07-21T05:54:00+0200,2018bcc6-6dc8-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Solutions,Réviser les itinéraires de production,"et revoir le coût du transport. acheter des produits qui viennent de l'autre
coté de la planète n'est ni bon pour le produit, ni pour le consommateur
(produit qui ""mûrit dans le camion""), ni pour le producteur

",Taz,pour,2017-07-20T14:51:18+0200,2017-07-20T14:51:18+0200,201f4b8a-6d4a-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des relations commerciales déséquilibrées,"Encore une fois, en fins politiques, nos fonctionnaires posent deux questions
en une seule phrase... Le problème n'est pas la qualité de l'organisation des
producteurs mais celui de la disproportion de la taille de acteurs. Si
s'organiser c'est faire en sorte qu'il n'y ait que 4 offreurs, alors il faut
modifier les lois européennes sur l'entente en matière commerciale.

",jp18,pour,2017-07-20T16:10:03+0200,2017-07-20T16:10:03+0200,20234590-6d55-11e7-92ee-fa163e947a7a
Production et distribution,Comment mieux intégrer la réalité des coûts de production ?,Causes,Les prix de ventes,"il faudrait que le consommateur puisse clairement savoir ce qu'il achète .
Mais effectivement le prix de vente devrait permettre au producteur d'en vivre

",flo,pour,2017-08-28T18:51:23+0200,2017-08-28T18:51:23+0200,20409440-8c11-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"1-Le rôle d'amortisseur économique des coopératives agricoles est aussi
décisif : des frais de gestion, des positions marché, ou une démarche client
mal gérées par la coopérative se ressentent nettement sur le prix payé au
producteur. Il ne faut surtout pas opposer les modèles (grandes/petites
coopératives) car nous avons des champions mondiaux et européens parmi les
géants français, mais il est important d'apporter des réponses adaptées sur
ces 3 points. Il faut donc aussi s'accaparer la notion de redistributivité
dans certaines structures qui n'ont parfois de coopératives que le nom. Le
modèle d'intégration amont/aval a du pour et du contre. 2- Il faut donc
soutenir les producteurs et les coopératives agiles qui font beaucoup pour
innover en qualité et RSE, tout en préservant un modèle d'entreprise agricole
traditionnel et coopératif qui a fait de la France un leader. Et surtout, pas
seulement les bios, il y a des producteurs ""conventionnels"" formidables,
excellents dans leur métier et qui ont déjà énormément changé leurs pratiques
pour aller vers une qualité et une RSE authentiques. Les laisser sur le bord
de la route serait une erreur stratégique majeure. Et pas seulement non plus
les fermes DEPHY ou les initiatives les plus connues, il faut aller en
profondeur dans le tissu des productions et des acteurs vertueux. 3-le projet
EGALIM pourrait donc recenser par appel à projets ou par d'autres moyens les
acteurs territoriaux innovants pour booster la compétitivité des ""vertueux"",
en amplifiant le booster économique - de manière subtile par rapport à
Bruxelles - à travers des initiatives telles que le GIEE de la Loi sur
l'Agriculture et l'Agroforesterie, ou en élargissant/ faisant mieux connaître
d'autres dispositifs de type MAEC ou en fléchant mieux d'autres sources de
financement de l'innovation (FEDER, HORIZON 2020, etc...).

",JEROME,pour,2017-07-27T18:17:45+0200,2017-07-27T18:17:45+0200,204dab08-72e7-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Et les consommateurs dans tt ça?,"Je ne trouve rien à ajouter. Je n'aurai pu trouver de mots plus justes.

",Daticesa,pour,2017-07-23T13:50:29+0200,2017-07-23T13:50:29+0200,2055991d-6f9d-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Rendre leur Liberté de semence,"Et de retrouver des semences fermières parfois moins productives, mais
rustiques (parasites) et adaptées au climat local donc moins d'intrants à la
clé aussi.

",petit-pimousse,pour,2017-07-20T13:25:25+0200,2017-07-20T13:25:25+0200,205dd437-6d3e-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Problème,Le revenu des agriculteurs ne cesse de diminuer,"Faire de la déduction pour aléas un « compte épargne aléas climatiques et
économiques » alimenté librement pendant les années de bonne récolte,
utilisable en cas de pertes d’exploitation, et très simple d’emploi.

",gaucher patricia,pour,2017-07-21T14:42:58+0200,2017-07-21T14:42:58+0200,205fa0d9-6e12-11e7-92ee-fa163e947a7a
Production et distribution,Comment accompagner la transformation de notre agriculture  ?,Causes,Des modes de production insuffisamment accompagnés,"Ce ne sont pas les accompagnements qui sont insuffisants, mais la concurrence
déloyale des pays et des lobbies qui font payer par d'autres le prix des
conséquences de leurs actions néfastes sur la qualité des produits dont ils
inondent le marché: donc des soutiens plus forts, mais pas forcément en
financement, mais en obstacles à dresser sur la diffusion de productions non
conformes aux besoins des populations

",alm06130,pour,2017-08-13T19:30:39+0200,2017-08-13T19:30:39+0200,206d1347-804d-11e7-92ee-fa163e947a7a
Consommation,Comment soutenir des modes de consommation plus responsables ?,Solutions,Favoriser la pratique du doggy bag,"Evite le gâchis, évite de trop manger d'un seul coup.

",mmematthey,pour,2017-07-22T22:19:55+0200,2017-07-22T22:19:55+0200,206f0f87-6f1b-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,redonner un sens humain à l'agriculture,"Cri du coeur d'une éleveuse qui a la passion de son métier sans aucun doute

",Charline R,pour,2017-07-26T10:55:08+0200,2017-07-26T10:55:31+0200,207f9682-71e0-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Solutions,Une solution parmi d'autres : la restauration scolaire,"D'accord, MAIS il faut SIMPLIFIER les appels d'offres publics, seules les
multinationales organisées avec un service juridique s'en sortent.

",Taz,pour,2017-07-20T15:19:57+0200,2017-07-20T15:19:57+0200,209c23a7-6d4e-11e7-92ee-fa163e947a7a
Consommation,Comment favoriser l’accès du plus grand nombre à une alimentation suffisante et saine ?,Causes,démographie,"drôle de raccourci .Il y a la possibilité de nourrir tout le monde puisque
nous sommes en surproduction de tout .Le facteur limitant est l'accès à
l'alimentation

",perrine,contre,2017-08-23T22:03:26+0200,2017-08-23T22:03:26+0200,20a7dc25-883e-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Et les consommateurs dans tt ça?,"Triticum, vous n'avez pas tord sur la nécessité de ne pas surfer sur des infos
non vérifiée.Mais votre commentaire est aussi 1 ex de la confusion des mots.Le
sucre 1 produit ""pur""? Qu'est-ce qu'1 produit pur? 1 produit non nocif, exempt
de tt effet, ne contenant rien....?La ""pureté ça n'existe pas. c'est une
valeur pas un produit.Dire que le sucre est bon sauf à trop en consommer...ne
signifie rien. Il existe des produits sucrants différents, des produits bruts
ou raffinés. Chacun possède ses caractéristiques.Le sucre raffiné comme ts les
produits raffinés (que le grand public confond ou associe svt avec ""luxe"" ou
""qualité"")est 1 produit industriel assez bas de gamme en terme de qualité
nutritive, puisqu'il ne renferme plus que son pouvoir sucrant. Les mots sont
importants en matière d'alimentation et les grands groupes alimentaires et
distributeurs savent très bien surfer sur la confusion/utiliser la
règlementation pour vendre des produits médiocres dans 1 ""emballage""
marketing/ gustatif valorisant (d'où les sels sucres et autres produits
chimiques).Moins 1 produit est cher plus il est médiocre. cette vérité gle (il
y a tj des exceptions)personne ne veut la reconnaître, producteurs et
consommateurs... Ex:Il y a qq années des ""spécialistes"" osaient affirmer que
les produits bio n'apportaient rien de plus que les produits industriels
ordinaires. belle formule! Cela permettait de ne pas avoir à dire ce qu'ils
""n'apportaient pas, ou moins""....: additifs, hormones, pesticides,..Commençons
par donner des informations honnêtes sur les productions et transformations,
sur les contenus et qualités nutritives, et l'on pourra progresser. Mais qui
aura ce pouvoir? cordialement

",Popy,contre,2017-08-26T10:54:10+0200,2017-08-26T10:54:10+0200,20aea77d-8a3c-11e7-92ee-fa163e947a7a
Production et distribution,Comment rémunérer plus équitablement les producteurs ?,Causes,Des relations commerciales déséquilibrées,"Je pense qu'on bon point de départ serait d'un commun accord entre chaque
acteur (producteur / transformateur / distributeur / état) de réaliser des
accords par branche afin de fixer des prix minimum d'achat par produit et une
fourchette de prix de vente. Le tout avec un cahier des charges qualitatif
précis et mesurable. Cela permettra aux producteurs d'avoir l'assurance de
couvrir leurs frais et aux industriels de gérer librement leurs marges en
fonction de leur transformation ou de leurs attentes de rentabilité. Le
critère clé étant bien sûr une bonne qualité de produit afin de ne pas être
comparé à des importations bas coût.

",bruno,pour,2017-07-20T22:50:55+0200,2017-07-20T22:50:55+0200,20b71b76-6d8d-11e7-92ee-fa163e947a7a
